" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Jefferson                     Richard Jefferson","SF","38","$1,544,951","1.52%","","","","",""
"","Round 2, Pick #43","","","                                                   -"," "," "," "," "," "," "

