"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Hartenstein                   Isaiah Hartenstein","C","29","FA","$42,750,000","24.53%","'-","","","Bird",""
"Dort                   Luguentz Dort","SG","28","FA","$27,333,333","15.68%","'-","","","Bird",""
"Wallace                   Cason Wallace","PG","24","RK-1ST","$22,262,418","12.77%","$10,849,219","","","Restricted Bird",""
"Williams                   Kenrich Williams","PF","33","VET-EXT","$13,609,700","7.81%","'-","","","Bird",""
"Ducas                   Alex Ducas","G","27","2W","$2,308,823","1.32%","'-","","","Two-Way",""
"Boeheim                   Buddy Boeheim","SG","28","2W","$2,308,823","1.32%","$2,308,823","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $1,434,630"," "," "," "," "," "," "

