" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Randle                     Julius Randle","PF","29","$26,943,840","19.81%","$28,226,880","$26,943,840","$26,943,840","$25,660,800","2028"
"2","Brunson                     Jalen Brunson","PG","27","$26,346,666","19.37%","$26,346,666","$26,346,666","$26,346,666","$26,346,666","2029"
"3","Bogdanovic                     Bojan Bogdanovic","SF","34","$20,000,000","14.70%","$20,000,000","$20,000,000","$7,586,207","$20,000,000","2025"
"4","Anunoby                     OG Anunoby","SF","26","$18,642,857","13.71%","$18,642,857","$18,642,857","$11,464,286","$18,642,857","2029"
"5","Robinson                     Mitchell Robinson","C","25","$15,681,818","11.53%","$15,681,818","$15,681,818","$15,681,818","$15,681,818","2026"
"6","Hart                     Josh Hart","SG","28","$12,960,000","9.53%","$12,960,000","$12,960,000","$12,960,000","$12,960,000","2028"
"7","DiVincenzo                     Donte DiVincenzo","SG","27","$10,900,000","8.01%","$11,650,000","$10,900,000","$10,900,000","$10,900,000","2027"
"8","Burks                     Alec Burks","SG","32","$10,489,600","7.71%","$10,489,600","$10,489,600","$3,978,814","$10,489,600","2024"
"9","Hartenstein                     Isaiah Hartenstein","C","25","$9,245,121","6.80%","$9,245,121","$9,245,121","$8,195,121","$8,195,121","2027"
"10","Achiuwa                     Precious Achiuwa","PF","24","$4,379,527","3.22%","$4,379,527","$4,379,527","$2,693,157","$4,379,527","2026"
"11","Sims                     Jericho Sims","C","25","$1,927,896","1.42%","$1,927,896","$1,927,896","$1,927,896","$1,927,896","2027"
"12","McBride                     Miles McBride","PG","23","$1,836,096","1.35%","$1,836,096","$1,836,096","$1,836,096","$1,836,096","2027"
"13","Milton                     Shake Milton","SG","27","$475,908","0.35%","$475,908","$475,908","$552,938","$552,938","2024"
"14","Jeffries                     DaQuan Jeffries","SG","26","$261,293","0.19%","$261,293","$261,293","$261,293","$261,293","2025"
"15","Diakite                     Mamadi Diakite","PF","27","$252,525","0.19%","$252,525","$252,525","$252,525","$252,525","2025"
"16","Brown Jr.                     Charlie Brown Jr.","SG","25","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Washington Jr.                     Duane Washington Jr.","PG","23","Two-Way","'-","'-","'-","'-","'-","2024"
"18","Toppin                     Jacob Toppin","SF","23","Two-Way","'-","'-","'-","'-","'-","2024"

