"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Turner                   Myles Turner","C","32","FA","$29,115,990","15.91%","$29,115,990","'-","'-","'-","$29,115,990"
"Green                   AJ Green","SG","29","VET-EXT","$11,651,786","6.37%","$11,651,786","'-","'-","'-","$11,651,786"

