" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Adebayo                     Bam Adebayo","C","28","$37,096,620","23.99%","$37,096,620","$37,096,620","$37,096,620","$37,096,620","2029"
"2","Herro                     Tyler Herro","SG","26","$31,000,000","20.05%","$33,500,000","$31,000,000","$31,000,000","$31,000,000","2027"
"3","Wiggins                     Andrew Wiggins","SF","30","$28,223,215","18.25%","$28,223,215","$28,223,215","$28,223,215","$28,223,215","2027"
"4","Rozier                     Terry Rozier","PG","31","$26,643,031","17.23%","$26,643,031","$26,643,031","$26,643,031","$26,643,031","2026"
"5","Powell                     Norman Powell","SG","32","$20,482,758","13.24%","$20,482,758","$20,482,758","$20,482,758","$20,482,758","2026"
"6","Mitchell                     Davion Mitchell","PG","27","$11,600,000","7.50%","$11,600,000","$11,600,000","$11,600,000","$11,600,000","2027"
"7","Fontecchio                     Simone Fontecchio","SF","30","$8,307,692","5.37%","$8,307,692","$8,307,692","$8,307,692","$8,307,692","2026"
"8","Jovic                     Nikola Jovic","SF","22","$4,445,417","2.87%","$4,445,417","$4,445,417","$4,445,417","$4,445,417","2030"
"9","Ware                     Kel'el Ware","C","21","$4,443,360","2.87%","$4,443,360","$4,443,360","$4,443,360","$4,443,360","2028"
"10","Jaquez Jr.                     Jaime Jaquez Jr.","SF","24","$3,861,600","2.50%","$3,861,600","$3,861,600","$3,861,600","$3,861,600","2027"
"11","Jakucionis                     Kasparas Jakucionis","PG","19","$3,658,800","2.37%","$3,658,800","$3,658,800","$3,658,800","$3,658,800","2029"
"12","Smith                     Dru Smith","SG","28","$2,378,870","1.54%","$2,378,870","$2,378,870","$2,378,870","$2,378,870","2028"
"13","Johnson                     Keshad Johnson","PF","24","$1,955,377","1.26%","$2,191,897","$2,191,897","$1,955,377","$1,955,377","2026"
"14","Larsson                     Pelle Larsson","SG","24","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,955,377","$1,955,377","2027"

