" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","DeRozan                     DeMar DeRozan","SG","31","$27,739,975","25.42%","$27,739,975","$27,739,975","$27,739,975","$27,739,975","2027"
"2","Gay                     Rudy Gay","PF","34","$14,500,000","13.29%","$14,500,000","$14,500,000","$14,500,000","$14,000,000","2021"
"3","Murray                     Dejounte Murray","PG","24","$14,286,000","13.09%","$15,786,000","$14,286,000","$14,286,000","$14,286,000","2028"
"4","Mills                     Patty Mills","PG","32","$13,535,714","12.40%","$13,785,714","$13,535,714","$13,535,714","$13,285,714","2021"
"5","Poeltl                     Jakob Poeltl","C","25","$8,101,852","7.42%","$8,101,852","$8,101,852","$8,101,852","$8,101,852","2030"
"6","Lyles                     Trey Lyles","PF","25","$5,500,000","5.04%","$5,500,000","$5,500,000","$5,500,000","$5,500,000","2021"
"7","Vassell                     Devin Vassell","SG","20","$4,033,440","3.70%","$4,033,440","$4,033,440","$4,033,440","$4,033,440","2029"
"8","White                     Derrick White","PG","26","$3,516,284","3.22%","$3,516,284","$3,516,284","$3,516,284","$3,516,284","2029"
"9","Walker IV                     Lonnie Walker IV","SG","22","$2,892,000","2.65%","$2,892,000","$2,892,000","$2,892,000","$2,892,000","2022"
"10","Samanic                     Luka Samanic","PF","21","$2,824,320","2.59%","$2,824,320","$2,824,320","$2,824,320","$2,824,320","2023"
"11","Johnson                     Keldon Johnson","SF","21","$2,048,040","1.88%","$2,048,040","$2,048,040","$2,048,040","$2,048,040","2027"
"12","Eubanks                     Drew Eubanks","C","24","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,620,564","$1,620,564","2026"
"13","Jeffries                     DaQuan Jeffries","SG","23","$1,445,697","1.32%","$1,445,697","$1,620,564","$19,804","$1,445,697","2022"
"14","Dieng                     Gorgui Dieng","C","31","$1,000,000","0.92%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2021"
"15","Jones                     Tre Jones","PG","21","$898,310","0.82%","$898,310","$898,310","$898,310","$898,310","2028"
"16","Bates-Diop                     Keita Bates-Diop","SF","25","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Weatherspoon                     Quinndary Weatherspoon","SG","24","Two-Way","'-","'-","'-","'-","'-","2021"

