" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Calathes                     Nick Calathes","SG","26","$1,147,276","1.64%","","","","",""
"2","Dooling                     Keyon Dooling","SG","35","$947,276","1.35%","","","","",""

