" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Smith                     Josh Smith","SF","27","$13,200,000","22.74%","$13,200,000","$13,200,000","$13,200,000","'-","2013"
"2","Horford                     Al Horford","C","26","$12,000,000","20.67%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2027"
"3","Harris                     Devin Harris","PG","29","$8,500,000","14.64%","$8,500,000","$8,500,000","$8,500,000","$8,500,000","2013"
"4","Pachulia                     Zaza Pachulia","C","28","$5,248,750","9.04%","$5,248,750","$5,248,750","$5,248,750","'-","2013"
"5","Williams                     Louis Williams","SG","26","$5,000,000","8.61%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2015"
"6","Korver                     Kyle Korver","SG","31","$5,000,000","8.61%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2013"
"7","Petro                     Johan Petro","C","27","$3,500,000","6.03%","$3,500,000","$3,500,000","$3,500,000","'-","2013"
"8","Jones                     Dahntay Jones","SF","32","$2,900,000","5.00%","$2,900,000","$2,900,000","$2,900,000","$2,900,000","2013"
"9","Teague                     Jeff Teague","PG","24","$2,433,077","4.19%","$2,433,077","$2,433,077","$2,433,077","$2,433,077","2013"
"10","Stevenson                     DeShawn Stevenson","SF","31","$2,240,450","3.86%","$2,240,450","$2,240,450","$2,240,450","'-","2013"
"11","Jenkins                     John Jenkins","SG","21","$1,204,560","2.08%","$1,204,560","$1,204,560","$1,204,560","'-","2015"
"12","Johnson                     Ivan Johnson","PF","28","$962,195","1.66%","$962,195","$962,195","$962,195","'-","2013"
"13","Tolliver                     Anthony Tolliver","PF","27","$854,389","1.47%","$854,389","$854,389","$915,852","'-","2013"
"14","Scott                     Mike Scott","PF","24","$473,604","0.82%","$473,604","$473,604","$473,604","'-","2014"
"15","Mack                     Shelvin Mack","PG","22","$103,121","0.18%","$103,121","$103,121","$103,121","$103,121","2014"

