"Player (5 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Haliburton                   Tyrese Haliburton","PG","28","DRK-EXT","$55,672,848","30.42%","$55,672,848","'-","'-","'-","$55,672,848"
"Nesmith                   Aaron Nesmith","SF","29","VET-EXT","$20,971,440","11.46%","$20,971,440","'-","'-","'-","$20,971,440"
"McConnell                   T.J. McConnell","PG","36","VET-EXT","$11,800,000","6.45%","$11,800,000","'-","'-","'-","'-"
"Furphy                   Johnny Furphy","SG","24","RK-2ND","$3,056,337","1.67%","'-","'-","'-","'-","'-"
"Jones                   Kam Jones","PG","26","RK-2ND","$2,735,698","1.49%","$2,735,698","'-","'-","'-","'-"

