" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Dragic                     Goran Dragic","PG","26","$7,500,000","12.92%","$7,500,000","$7,500,000","$7,500,000","$7,500,000","2016"
"2","Gortat                     Marcin Gortat","C","28","$7,258,960","12.51%","$7,258,960","$7,258,960","$7,258,960","$7,258,960","2014"
"3","Frye                     Channing Frye","PF","29","$6,000,000","10.34%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2014"
"4","Beasley                     Michael Beasley","SF","24","$5,750,000","9.91%","$5,750,000","$5,750,000","$5,750,000","$5,750,000","2013"
"5","Johnson                     Wesley Johnson","SF","25","$4,285,560","7.38%","$4,285,560","$4,285,560","$4,285,560","$4,285,560","2013"
"6","Dudley                     Jared Dudley","SF","27","$4,250,000","7.32%","$4,250,000","$4,250,000","$4,250,000","$4,250,000","2016"
"7","Scola                     Luis Scola","PF","32","$4,148,510","7.15%","$4,148,510","$4,148,510","$4,148,510","'-","2015"
"8","Brown                     Shannon Brown","PG","27","$3,500,000","6.03%","$3,500,000","$3,500,000","$3,500,000","'-","2013"
"9","Morris                     Markieff Morris","PF","23","$2,005,560","3.46%","$2,005,560","$2,005,560","$2,005,560","$2,005,560","2015"
"10","Marshall                     Kendall Marshall","PG","21","$1,919,160","3.31%","$1,919,160","$1,919,160","$1,919,160","'-","2013"
"11","Morris Sr.                     Marcus Morris Sr.","PF","23","$1,905,360","3.28%","$1,905,360","$1,905,360","$1,905,360","$1,905,360","2015"
"12","Haddadi                     Hamed Haddadi","C","27","$1,300,000","2.24%","$1,300,000","$1,300,000","$1,300,000","'-","2014"
"13","O'Neal                     Jermaine O'Neal","C","34","$854,389","1.47%","$854,389","$854,389","$1,352,181","'-","2013"
"14","Tucker                     P.J. Tucker","SF","27","$762,195","1.31%","$762,195","$762,195","$762,195","$762,195","2014"
"15","Garrett                     Diante Garrett","PG","24","$473,604","0.82%","$473,604","$473,604","$473,604","'-","2013"
"16","Childress                     Josh Childress","SF","29","'-","'-","'-","'-","$6,500,000","'-",""

