" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","VanVleet                     Fred VanVleet","PG","33","$37,500,000","21.51%","","","","","Bird"
"2","Thompson                     Amen Thompson","PG","25","$36,775,827","21.10%","","","","","Restricted Bird"
"3","Bullock                     Reggie Bullock","SF","36","$2,588,091","1.48%","","","","","Non-Bird"
"4","Marjanovic                     Boban Marjanovic","C","39","$2,588,091","1.48%","","","","","Bird"
"5","Newton                     Tristen Newton","PG","26","$2,308,823","1.32%","","","","","Two-Way"
"6","McVeigh                     Jack McVeigh","F","31","$2,308,823","1.32%","","","","","Two-Way"
"Incomplete Roster Charge","","","","                                                   $7,173,150"," "," "," "," "," "," "

