" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Aldridge                     LaMarcus Aldridge","PF","26","$12,372,000","21.31%","$12,372,000","$12,372,000","$9,957,951","$9,957,951","2015"
"2","Camby                     Marcus Camby","C","37","$11,071,500","19.07%","$11,071,500","$11,071,500","$8,911,208","'-","2012"
"3","Felton                     Raymond Felton","PG","27","$7,560,000","13.02%","$7,560,000","$7,560,000","$6,084,878","'-","2012"
"4","Crawford                     Jamal Crawford","SG","31","$5,000,000","8.61%","$5,000,000","$5,000,000","$4,024,390","'-","2012"
"5","Matthews                     Wesley Matthews","SG","25","$4,938,055","8.51%","$4,938,055","$4,938,055","$4,022,104","$4,022,104","2015"
"6","Hickson                     J.J Hickson","PF","23","$2,354,536","4.06%","$2,354,536","$2,354,536","$1,895,114","'-","2012"
"7","Batum                     Nicolas Batum","SF","23","$2,155,364","3.71%","$2,155,364","$2,155,364","$1,734,805","$1,734,805","2027"
"8","Babbitt                     Luke Babbitt","SF","22","$1,768,800","3.05%","$1,768,800","$1,768,800","$1,423,668","'-","2013"
"9","Thomas                     Kurt Thomas","PF","39","$1,352,181","2.33%","$1,352,181","$1,352,181","$1,088,341","'-","2013"
"10","Williams                     Elliot Williams","SG","22","$1,348,800","2.32%","$1,348,800","$1,348,800","$1,085,620","'-","2013"
"11","Smith                     Nolan Smith","PG","23","$1,306,920","2.25%","$1,306,920","$1,306,920","$1,051,911","'-","2013"
"12","Smith                     Craig Smith","PF","","$711,748","1.23%","$711,748","$711,748","$798,986","'-","2012"
"13","Przybilla                     Joel Przybilla","C","32","$655,616","1.13%","$655,616","$655,616","$655,616","'-","2012"
"14","Roy                     Brandon Roy","SG","27","'-","'-","'-","'-","$15,032,144","'-",""

