" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Lamb                     Jeremy Lamb","SG","30","$15,750,000","12.74%","","","","","Bird"
"2","Brewer                     Corey Brewer","SG","36","$1,836,090","1.48%","","","","","Non-Bird"

