" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Deng                     Luol Deng","SF","28","$14,275,000","24.33%","$14,275,000","$14,275,000","$14,275,000","$14,275,000","2014"
"2","Varejao                     Anderson Varejao","PF","31","$9,036,364","15.40%","$9,036,364","$9,036,364","$9,036,364","'-",""
"3","Hawes                     Spencer Hawes","PF","25","$6,600,000","11.25%","$6,600,000","$6,600,000","$6,600,000","$6,600,000","2014"
"4","Jack                     Jarrett Jack","PG","30","$6,300,000","10.74%","$6,300,000","$6,300,000","$6,300,000","'-","2017"
"5","Irving                     Kyrie Irving","PG","21","$5,607,240","9.56%","$5,607,240","$5,607,240","$5,607,240","$5,607,240","2028"
"6","Bennett                     Anthony Bennett","PF","20","$5,324,280","9.07%","$5,324,280","$5,324,280","$5,324,280","'-","2017"
"7","Thompson                     Tristan Thompson","C","22","$4,062,000","6.92%","$4,062,000","$4,062,000","$4,062,000","$4,062,000","2015"
"8","Waiters                     Dion Waiters","SG","22","$3,894,240","6.64%","$3,894,240","$3,894,240","$3,894,240","$3,894,240","2016"
"9","Gee                     Alonzo Gee","SF","26","$3,250,000","5.54%","$3,250,000","$3,250,000","$3,250,000","'-","2014"
"10","Miles                     C.J. Miles","SF","26","$2,225,000","3.79%","$2,225,000","$2,225,000","$2,225,000","'-","2014"
"11","Zeller                     Tyler Zeller","C","24","$1,633,440","2.78%","$1,633,440","$1,633,440","$1,633,440","$1,633,440","2016"
"12","Karasev                     Sergey Karasev","SG","20","$1,467,840","2.50%","$1,467,840","$1,467,840","$1,467,840","'-","2016"
"13","Hopson                     Scotty Hopson","SF","24","$1,388,400","2.37%","$1,388,400","$1,388,400","$1,388,400","'-","2014"
"14","Felix                     Carrick Felix","SG","23","$510,000","0.87%","$510,000","$510,000","$510,000","'-","2014"
"15","Dellavedova                     Matthew Dellavedova","PG","23","$490,180","0.84%","$490,180","$490,180","$490,180","$490,180","2015"

