" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Rondo                     Rajon Rondo","PG","38","$2,087,519","1.48%","","","","","Non-Bird"
"2","Davis                     Ed Davis","C","35","$2,087,519","1.48%","","","","","Non-Bird"
"3","Neto                     Raul Neto","PG","32","$2,087,519","1.48%","","","","","Non-Bird"
"4","Jones                     Damian Jones","C","29","$2,087,519","1.48%","","","","","Early Bird"

