" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bazemore                     Kent Bazemore","SG","29","$18,089,887","17.76%","$18,089,887","$18,089,887","$18,089,887","$18,089,887","2020"
"2","Plumlee                     Miles Plumlee","C","30","$12,500,000","12.27%","$13,100,000","$12,500,000","$12,500,000","$12,500,000","2020"
"3","Dedmon                     Dewayne Dedmon","C","29","$7,200,000","7.07%","$7,200,000","$7,200,000","$7,200,000","$6,300,000","2019"
"4","Young                     Trae Young","PG","20","$5,356,440","5.26%","$5,356,440","$5,356,440","$5,356,440","$5,356,440","2027"
"5","Len                     Alex Len","C","25","$4,350,000","4.27%","$4,350,000","$4,350,000","$4,350,000","$4,350,000","2020"
"6","Prince                     Taurean Prince","SF","24","$2,526,840","2.48%","$2,526,840","$2,526,840","$2,526,840","$2,526,840","2027"
"7","Anderson                     Justin Anderson","SG","25","$2,516,048","2.47%","$2,516,048","$2,516,048","$2,516,048","$2,516,048","2019"
"8","Collins                     John Collins","PF","21","$2,299,080","2.26%","$2,299,080","$2,299,080","$2,299,080","$2,299,080","2026"
"9","Huerter                     Kevin Huerter","SG","20","$2,250,960","2.21%","$2,250,960","$2,250,960","$2,250,960","$2,250,960",""
"10","Bembry                     DeAndre' Bembry","SF","24","$1,634,640","1.60%","$1,634,640","$1,634,640","$1,634,640","$1,634,640","2020"
"11","Spellman                     Omari Spellman","PF","21","$1,620,480","1.59%","$1,620,480","$1,620,480","$1,620,480","$1,620,480","2021"
"12","Carter                     Vince Carter","SG","42","$1,512,601","1.48%","$1,512,601","$1,512,601","$2,393,887","'-","2019"
"13","Adams                     Jaylen Adams","PG","22","$236,854","0.23%","$236,854","$236,854","$236,854","$236,854","2020"
"14","Humphries                     Isaac Humphries","C","21","$47,371","0.05%","$47,371","$47,371","$47,371","$47,371","2019"
"15","Davis                     Deyonta Davis","C","22","$25,637","0.03%","$25,637","$25,637","$25,637","$25,637","2020"
"16","Poythress                     Alex Poythress","SF","25","Two-Way","'-","'-","'-","'-","'-","2020"

