" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Jefferson                     Al Jefferson","C","31","$13,500,000","19.29%","$13,500,000","$13,500,000","$13,500,000","$13,500,000","2016"
"2","Batum                     Nicolas Batum","SF","27","$13,125,307","18.75%","$13,125,307","$13,125,307","$13,125,307","$12,235,750","2027"
"3","Walker                     Kemba Walker","PG","25","$12,000,000","17.14%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2019"
"4","Williams                     Marvin Williams","PF","29","$7,000,000","10.00%","$7,000,000","$7,000,000","$7,000,000","$7,000,000","2016"
"5","Kidd-Gilchrist                     Michael Kidd-Gilchrist","SF","22","$6,331,403","9.04%","$6,331,403","$6,331,403","$6,331,403","$6,331,403","2016"
"6","Hawes                     Spencer Hawes","PF","27","$6,110,034","8.73%","$6,110,034","$6,110,034","$5,543,725","'-","2018"
"7","Lee                     Courtney Lee","SG","30","$5,675,000","8.11%","$5,675,000","$5,675,000","$1,902,794","$5,675,000","2016"
"8","Zeller                     Cody Zeller","C","23","$4,204,200","6.01%","$4,204,200","$4,204,200","$4,204,200","$4,204,200",""
"9","Lamb                     Jeremy Lamb","SG","23","$3,034,356","4.33%","$3,034,356","$3,034,356","$3,034,356","$3,034,356",""
"10","Kaminsky                     Frank Kaminsky","PF","22","$2,612,520","3.73%","$2,612,520","$2,612,520","$2,612,520","$2,612,520","2019"
"11","Lin                     Jeremy Lin","PG","27","$2,139,000","3.06%","$2,139,000","$2,139,000","$2,139,000","$2,139,000","2017"
"12","Hansbrough                     Tyler Hansbrough","PF","30","$947,276","1.35%","$947,276","$947,276","$1,185,784","'-","2016"
"13","Daniels                     Troy Daniels","SG","24","$947,276","1.35%","$947,276","$947,276","$947,276","$947,276","2016"
"14","Harrison                     Aaron Harrison","SG","21","$525,093","0.75%","$525,093","$525,093","$525,093","'-","2017"
"15","Gutierrez                     Jorge Gutierrez","PG","27","$189,455","0.27%","$189,455","$189,455","$189,455","'-","2016"

