" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Aldridge                     LaMarcus Aldridge","PF","29","$16,256,000","25.78%","$16,256,000","$16,256,000","$16,256,000","$16,256,000","2015"
"2","Batum                     Nicolas Batum","SF","26","$12,655,057","20.07%","$12,655,057","$12,655,057","$12,655,057","$11,765,500","2027"
"3","Afflalo                     Arron Afflalo","SG","29","$7,750,000","12.29%","$7,750,000","$7,750,000","$7,750,000","'-","2015"
"4","Matthews                     Wesley Matthews","SG","28","$7,245,640","11.49%","$7,245,640","$7,245,640","$6,107,640","$6,107,640","2015"
"5","Lopez                     Robin Lopez","C","26","$6,124,729","9.71%","$6,124,729","$6,124,729","$6,124,729","$5,340,229","2015"
"6","Kaman                     Chris Kaman","C","32","$4,800,000","7.61%","$4,800,000","$4,800,000","$4,800,000","'-","2016"
"7","Lillard                     Damian Lillard","PG","24","$3,340,920","5.30%","$3,340,920","$3,340,920","$3,340,920","$3,340,920","2028"
"8","Wright                     Dorell Wright","SF","29","$3,135,000","4.97%","$3,135,000","$3,135,000","$3,135,000","'-","2015"
"9","Freeland                     Joel Freeland","PF","27","$3,013,512","4.78%","$3,013,512","$3,013,512","$3,013,512","'-","2015"
"10","McCollum                     C.J. McCollum","SG","23","$2,421,000","3.84%","$2,421,000","$2,421,000","$2,421,000","$2,421,000","2026"
"11","Leonard                     Meyers Leonard","C","22","$2,317,920","3.68%","$2,317,920","$2,317,920","$2,317,920","$2,317,920","2016"
"12","Blake                     Steve Blake","PG","34","$2,077,000","3.29%","$2,077,000","$2,077,000","$2,077,000","'-","2016"
"13","Gee                     Alonzo Gee","SF","27","$915,243","1.45%","$915,243","$915,243","$1,063,384","'-","2015"
"14","Crabbe                     Allen Crabbe","SG","22","$862,000","1.37%","$862,000","$862,000","$862,000","$862,000","2016"
"15","Frazier                     Tim Frazier","PG","24","$50,734","0.08%","$50,734","$50,734","$50,734","$50,734","2016"
"16","Roy                     Brandon Roy","SG","30","'-","'-","'-","'-","$19,317,326","'-",""

