" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Humphries                     Kris Humphries","PF","30","$3,440,000","4.91%","$3,440,000","$3,440,000","$436,471","'-"
"2","Weems                     Sonny Weems","SG","","$2,814,000","4.02%","$2,814,000","$2,814,000","$2,814,000","'-"
"3","Blair                     DeJaun Blair","C","26","$2,000,000","2.86%","$2,000,000","$2,000,000","$647,059","'-"
"4","Beasley                     Michael Beasley","SF","27","$777,778","1.11%","$777,778","$777,778","'-","'-"
"5","Jefferson                     Cory Jefferson","PF","25","$372,820","0.53%","$372,820","$372,820","$372,820","'-"
"6","Cotton                     Bryce Cotton","PG","23","$228,663","0.33%","$228,663","$228,663","$228,663","'-"
"7","Johnson                     Orlando Johnson","SG","26","$55,722","0.08%","$55,722","$55,722","$55,722","'-"
"8","Brown                     Lorenzo Brown","PG","25","$55,722","0.08%","$55,722","$55,722","$55,722","'-"
"9","Brown                     Lorenzo Brown","PG","25","$55,722","0.08%","$55,722","$55,722","$55,722","'-"
"10","Pressey                     Phil Pressey","PG","24","$55,722","0.08%","$55,722","$55,722","$55,722","'-"
"11","Pressey                     Phil Pressey","PG","24","$55,722","0.08%","$55,722","$55,722","$55,722","'-"
"12","Jefferson                     Cory Jefferson","PF","25","$49,709","0.07%","$49,709","$49,709","$49,709","'-"
"13","McRae                     Jordan McRae","SG","24","$30,888","0.04%","$30,888","$30,888","$30,888","'-"
"14","McRae                     Jordan McRae","SG","24","$30,888","0.04%","$30,888","$30,888","$30,888","'-"
"15","Williams                     Alan Williams","PF","23","$30,888","0.04%","$30,888","$30,888","$30,888","'-"

