" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Hayward                     Gordon Hayward","SF","32","$30,075,000","24.32%","$30,075,000","$30,075,000","$30,075,000","$30,075,000","2024"
"2","Rozier                     Terry Rozier","PG","28","$21,486,316","17.38%","$21,486,316","$21,486,316","$21,486,316","$21,486,316","2026"
"3","Oubre Jr.                     Kelly Oubre Jr.","SF","27","$12,600,000","10.19%","$12,600,000","$12,600,000","$12,600,000","$12,600,000","2026"
"4","Ball                     LaMelo Ball","PG","21","$8,623,920","6.97%","$8,623,920","$8,623,920","$8,623,920","$8,623,920","2029"
"5","Martin                     Cody Martin","SF","27","$7,000,000","5.66%","$7,000,000","$7,000,000","$7,000,000","$7,000,000","2026"
"6","Washington                     PJ Washington","PF","24","$5,808,435","4.70%","$5,808,435","$5,808,435","$5,808,435","$5,808,435","2030"
"7","Bouknight                     James Bouknight","SG","22","$4,362,240","3.53%","$4,362,240","$4,362,240","$4,362,240","$4,362,240","2025"
"8","Williams                     Mark Williams","C","21","$3,722,040","3.01%","$3,722,040","$3,722,040","$3,722,040","$3,722,040","2026"
"9","Jones                     Kai Jones","PF","22","$2,909,040","2.35%","$2,909,040","$2,909,040","$2,909,040","$2,909,040","2025"
"10","Mykhailiuk                     Sviatoslav Mykhailiuk","SG","25","$1,968,175","1.59%","$1,968,175","$1,968,175","$667,370","$1,968,175","2023"
"11","Smith Jr.                     Dennis Smith Jr.","PG","25","$1,836,090","1.48%","$1,836,090","$1,836,090","$2,133,278","$2,133,278","2023"
"12","Richards                     Nick Richards","C","25","$1,782,621","1.44%","$1,782,621","$1,782,621","$1,782,621","$1,782,621","2026"
"13","Thor                     JT Thor","PF","20","$1,563,518","1.26%","$1,563,518","$1,563,518","$1,563,518","$1,563,518","2024"
"14","McGowens                     Bryce McGowens","SG","20","$1,075,000","0.87%","$1,075,000","$1,075,000","$1,075,000","$1,472,986","2026"
"15","Simmons                     Kobi Simmons","PG","25","$32,795","0.03%","$32,795","$32,795","$32,795","$32,795","2024"
"16","Maledon                     Theo Maledon","PG","21","Two-Way","'-","'-","'-","'-","'-","2023"
"17","Sneed                     Xavier Sneed","SG","25","Two-Way","'-","'-","'-","'-","'-","2024"

