" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Felton                     Raymond Felton","PG","36","$1,620,564","1.48%","","","","",""
"2","Collison                     Nick Collison","PF","40","$1,620,564","1.48%","","","","",""
"3","Cole                     Norris Cole","PG","32","$1,620,564","1.48%","","","","",""
"4","Burton                     Deonte Burton","SF","27","$1,620,564","1.48%","","","","",""
"5","Evans                     Jawun Evans","PG","24","$1,445,697","1.32%","","","","",""
"6","Hervey                     Kevin Hervey","SF","24","$1,445,697","1.32%","","","","",""

