"Player (7)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Siakam                   Pascal Siakam","PF","34","FA","$72,253,335","39.48%","'-","","","Bird",""
"Nembhard                   Andrew Nembhard","PG","29","VET-EXT","$31,497,480","17.21%","'-","","","Bird",""
"Toppin                   Obi Toppin","PF","30","FA","$24,697,500","13.49%","'-","","","Bird",""
"Jackson                   Isaiah Jackson","PF","27","FA","$12,160,000","6.64%","'-","","","Bird",""
"Huff                   Jay Huff","C","30","","$3,056,337","1.67%","'-","","","Bird",""
"Johnson                   James Johnson","PF","41","FA","$2,708,854","1.48%","'-","","","Bird",""
"York                   Gabe York","PG","35","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $10,544,534"," "," "," "," "," "," "

