"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Murray                   Keegan Murray","PF","28","RK-EXT","$27,999,999","15.30%","$27,999,999","'-","'-","'-","$27,999,999"
"Clifford                   Nique Clifford","SF","26","RK-1ST","$5,979,481","3.27%","$5,979,481","'-","'-","'-","'-"

