" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lawson                     Ty Lawson","PG","27","$11,595,506","18.39%","$11,595,506","$11,595,506","$11,595,506","'-","2017"
"2","Gallinari                     Danilo Gallinari","SF","26","$10,854,850","17.21%","$10,854,850","$10,854,850","$10,854,850","'-",""
"3","Chandler                     Wilson Chandler","SF","27","$6,757,913","10.72%","$6,757,913","$6,757,913","$6,757,913","$6,757,913","2016"
"4","Hickson                     J.J Hickson","PF","26","$5,381,750","8.53%","$5,381,750","$5,381,750","$5,381,750","'-","2016"
"5","Arthur                     Darrell Arthur","PF","26","$3,457,149","5.48%","$3,457,149","$3,457,149","$3,457,149","$3,457,149","2015"
"6","Foye                     Randy Foye","SG","31","$3,000,000","4.76%","$3,000,000","$3,000,000","$3,000,000","'-","2016"
"7","Nelson                     Jameer Nelson","PG","32","$2,732,000","4.33%","$2,732,000","$2,732,000","$2,732,000","$2,732,000","2015"
"8","Faried                     Kenneth Faried","PF","25","$2,249,768","3.57%","$2,249,768","$2,249,768","$2,249,768","$2,249,768",""
"9","Lauvergne                     Joffrey Lauvergne","PF","23","$1,790,281","2.84%","$1,790,281","$1,790,281","$1,790,281","'-","2017"
"10","Nurkic                     Jusuf Nurkic","C","20","$1,762,680","2.80%","$1,762,680","$1,762,680","$1,762,680","$1,762,680","2026"
"11","Harris                     Gary Harris","SG","20","$1,519,200","2.41%","$1,519,200","$1,519,200","$1,519,200","$1,519,200","2027"
"12","Barton                     Will Barton","SG","24","$915,243","1.45%","$915,243","$915,243","$915,243","$915,243","2015"
"13","Clark                     Ian Clark","SG","23","$816,482","1.29%","$816,482","$816,482","$816,482","'-","2015"
"14","Green                     Erick Green","PG","23","$507,336","0.80%","$507,336","$507,336","$507,336","'-","2017"
"15","Franklin                     Jamaal Franklin","SG","23","$19,211","0.03%","$19,211","$19,211","$19,211","'-","2015"

