" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Walker IV                     Lonnie Walker IV","SG","27","$2,296,274","1.48%","","","","","Non-Bird"
"2","Dowtin                     Jeff Dowtin","PG","28","$2,048,494","1.32%","","","","","Two-Way"
"3","Hood-Schifino                     Jalen Hood-Schifino","PG","22","$2,048,494","1.32%","","","","","Two-Way"

