" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Walker                     Kemba Walker","PG","30","$34,379,100","31.50%","$34,379,100","$34,379,100","$34,379,100","$34,379,100","2024"
"2","Brown                     Jaylen Brown","SG","24","$23,437,500","21.47%","$25,669,643","$23,437,500","$23,437,500","$22,991,071","2029"
"3","Fournier                     Evan Fournier","SG","28","$17,450,000","15.99%","$18,600,000","$17,450,000","$6,675,685","$17,000,000","2021"
"4","Smart                     Marcus Smart","PG","26","$13,446,428","12.32%","$13,446,428","$13,401,785","$13,446,428","$12,946,428","2027"
"5","Tatum                     Jayson Tatum","PF","22","$9,897,120","9.07%","$9,897,120","$9,897,120","$9,897,120","$9,897,120","2030"
"6","Thompson                     Tristan Thompson","C","29","$9,258,000","8.48%","$9,258,000","$9,258,000","$9,258,000","$9,258,000","2022"
"7","Langford                     Romeo Langford","SG","21","$3,631,200","3.33%","$3,631,200","$3,631,200","$3,631,200","$3,631,200","2023"
"8","Nesmith                     Aaron Nesmith","SF","21","$3,458,400","3.17%","$3,458,400","$3,458,400","$3,458,400","$3,458,400","2029"
"9","Williams                     Grant Williams","PF","22","$2,498,760","2.29%","$2,498,760","$2,498,760","$2,498,760","$2,498,760","2027"
"10","Kornet                     Luke Kornet","C","25","$2,250,000","2.06%","$2,250,000","$2,250,000","$816,781","$2,250,000","2029"
"11","Pritchard                     Payton Pritchard","PG","23","$2,035,800","1.87%","$2,035,800","$2,035,800","$2,035,800","$2,035,800","2028"
"12","Williams III                     Robert Williams III","C","23","$2,029,920","1.86%","$2,029,920","$2,029,920","$2,029,920","$2,029,920","2026"
"13","Ojeleye                     Semi Ojeleye","PF","26","$1,752,950","1.61%","$1,752,950","$1,752,950","$1,752,950","$1,752,950","2021"
"14","Edwards                     Carsen Edwards","PG","22","$1,517,981","1.39%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2023"
"15","Parker                     Jabari Parker","PF","25","$430,729","0.39%","$430,729","$430,729","$430,729","$430,729","2022"
"16","Waters                     Tremont Waters","PG","23","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Fall                     Tacko Fall","C","25","Two-Way","'-","'-","'-","'-","'-","2021"

