"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Risacher                   Zaccharie Risacher","SF","23","RK-1ST","$43,586,593","23.82%","$24,408,492","","","Restricted Bird",""
"Okongwu                   Onyeka Okongwu","C","28","RK-EXT","$25,320,000","13.83%","'-","","","Bird",""
"Djurisic                   Nikola Djurisic","SF","24","RK-2ND","$3,409,966","1.86%","$3,409,966","","","Restricted Bird",""
"Matthews                   Wesley Matthews","SG","42","FA","$2,717,496","1.48%","'-","","","Non-Bird",""
"Forrest                   Trent Forrest","PG","30","ROS","$2,717,496","1.48%","'-","","","Early Bird",""
"Windler                   Dylan Windler","SF","32","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $10,544,534"," "," "," "," "," "," "

