" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lopez                     Brook Lopez","C","27","$19,689,000","28.13%","$19,689,000","$19,689,000","$19,689,000","$19,689,000","2027"
"2","Young                     Thaddeus Young","PF","27","$11,235,955","16.05%","$11,235,955","$11,235,955","$11,235,955","$11,235,955","2019"
"3","Jack                     Jarrett Jack","PG","32","$6,300,000","9.00%","$6,300,000","$6,300,000","$6,300,000","'-","2017"
"4","Bogdanovic                     Bojan Bogdanovic","SF","26","$3,425,510","4.89%","$3,425,510","$3,425,510","$3,425,510","'-","2017"
"5","Karasev                     Sergey Karasev","SG","22","$1,599,840","2.29%","$1,599,840","$1,599,840","$1,599,840","'-","2016"
"6","Ellington                     Wayne Ellington","SG","28","$1,500,000","2.14%","$1,500,000","$1,500,000","$1,500,000","$1,500,000","2017"
"7","Larkin                     Shane Larkin","PG","23","$1,500,000","2.14%","$1,500,000","$1,500,000","$1,500,000","'-","2017"
"8","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","21","$1,335,480","1.91%","$1,335,480","$1,335,480","$1,335,480","$1,335,480","2019"
"9","McCullough                     Chris McCullough","PF","20","$1,140,240","1.63%","$1,140,240","$1,140,240","$350,435","$1,140,240","2018"
"10","Robinson                     Thomas Robinson","PF","24","$981,348","1.40%","$981,348","$981,348","$981,348","'-","2017"
"11","Sloan                     Donald Sloan","PG","28","$947,276","1.35%","$947,276","$947,276","$1,015,421","'-","2016"
"12","Reed                     Willie Reed","C","25","$947,276","1.35%","$947,276","$947,276","$947,276","'-","2016"
"13","Brown                     Markel Brown","SG","24","$845,059","1.21%","$845,059","$845,059","$845,059","'-","2016"
"14","Kilpatrick                     Sean Kilpatrick","SG","26","$221,176","0.32%","$221,176","$221,176","$221,176","$221,176","2018"
"15","Sims                     Henry Sims","C","25","$44,578","0.06%","$44,578","$44,578","$46,181","'-","2016"

