" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Harris                     Gary Harris","SG","27","$20,482,143","18.22%","$23,082,143","$20,482,143","$20,482,143","$20,482,143","2027"
"2","Isaac                     Jonathan Isaac","PF","24","$17,400,000","15.48%","$20,000,000","$17,400,000","$17,400,000","$17,400,000","2029"
"3","Fultz                     Markelle Fultz","PG","23","$16,500,000","14.68%","$16,500,000","$16,500,000","$16,500,000","$16,500,000","2024"
"4","Ross                     Terrence Ross","SG","30","$12,500,000","11.12%","$13,500,000","$12,500,000","$12,500,000","$12,500,000","2023"
"5","Bamba                     Mohamed Bamba","C","23","$7,568,743","6.73%","$7,568,743","$7,568,743","$7,568,743","$7,568,743","2021"
"6","Carter Jr.                     Wendell Carter Jr.","C","22","$6,920,027","6.16%","$6,920,027","$6,920,027","$6,920,027","$6,920,027","2029"
"7","Suggs                     Jalen Suggs","SG","20","$6,592,920","5.86%","$6,592,920","$6,592,920","$6,592,920","$6,592,920","2030"
"8","Wagner                     Franz Wagner","SF","20","$5,007,840","4.45%","$5,007,840","$5,007,840","$5,007,840","$5,007,840","2030"
"9","Lopez                     Robin Lopez","C","33","$5,000,000","4.45%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2022"
"10","Anthony                     Cole Anthony","PG","21","$3,449,400","3.07%","$3,449,400","$3,449,400","$3,449,400","$3,449,400",""
"11","Okeke                     Chuma Okeke","PF","23","$3,277,080","2.92%","$3,277,080","$3,277,080","$3,277,080","$3,277,080","2024"
"12","Hampton                     RJ Hampton","PG","20","$2,303,040","2.05%","$2,303,040","$2,303,040","$2,303,040","$2,303,040","2023"
"13","Bol                     Bol Bol","PF","22","$2,161,152","1.92%","$2,161,152","$2,161,152","$729,437","$2,151,220","2022"
"14","Wagner                     Moritz Wagner","C","24","$1,729,217","1.54%","$1,729,217","$1,729,217","$1,729,217","$1,729,217","2026"
"15","Cannady                     Devin Cannady","PG","25","$100,000","0.09%","$100,000","$100,000","$100,000","$100,000","2024"
"16","Schofield                     Admiral Schofield","SF","24","Two-Way","'-","'-","'-","'-","'-","2022"
"17","Brazdeikis                     Ignas Brazdeikis","SF","23","Two-Way","'-","'-","'-","'-","'-","2022"

