" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Antetokounmpo                     Giannis Antetokounmpo","SF","23","$22,471,910","22.68%","$22,471,910","$22,471,910","$22,471,910","$22,471,910","2028"
"2","Bledsoe                     Eric Bledsoe","PG","28","$14,500,000","14.63%","$14,500,000","$14,500,000","$12,861,582","$14,500,000",""
"3","Middleton                     Khris Middleton","SF","26","$14,100,000","14.23%","$14,100,000","$14,100,000","$14,100,000","$14,100,000","2026"
"4","Henson                     John Henson","PF","27","$12,172,536","12.28%","$12,172,536","$12,172,536","$11,172,536","$10,422,536","2020"
"5","Snell                     Tony Snell","SG","26","$9,821,429","9.91%","$9,821,429","$9,821,429","$9,821,429","$9,821,429","2021"
"6","Dellavedova                     Matthew Dellavedova","PG","27","$9,607,500","9.70%","$9,607,500","$9,607,500","$9,607,500","$9,607,500","2020"
"7","Parker                     Jabari Parker","PF","22","$6,782,392","6.84%","$6,782,392","$6,782,392","$6,782,392","$6,782,392","2018"
"8","Maker                     Thon Maker","C","20","$2,684,160","2.71%","$2,684,160","$2,684,160","$2,684,160","$2,684,160","2020"
"9","Wilson                     DJ Wilson","PF","21","$2,135,040","2.15%","$2,135,040","$2,135,040","$2,135,040","$2,135,040","2021"
"10","Zeller                     Tyler Zeller","C","28","$1,709,538","1.73%","$1,709,538","$1,709,538","$627,796","$1,709,538","2019"
"11","Terry                     Jason Terry","SG","40","$1,471,382","1.48%","$1,471,382","$1,471,382","$2,328,652","$2,328,652","2018"
"12","Brogdon                     Malcolm Brogdon","PG","25","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2019"
"13","Brown                     Sterling Brown","SG","22","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2020"
"14","Muhammad                     Shabazz Muhammad","SF","25","$324,203","0.33%","$324,203","$324,203","$347,525","$347,525","2018"
"15","Jennings                     Brandon Jennings","PG","28","$130,911","0.13%","$130,911","$130,911","$130,911","$130,911","2019"
"16","Munford                     Xavier Munford","PG","25","Two-Way","'-","'-","'-","'-","'-",""
"17","Plumlee                     Marshall Plumlee","PF","25","Two-Way","'-","'-","'-","'-","'-","2018"

