" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Johnson                     Joe Johnson","SG","31","$19,752,645","34.03%","$19,752,645","$19,752,645","$19,752,645","$19,752,645","2016"
"2","Williams                     Deron Williams","PG","28","$17,177,795","29.59%","$17,177,795","$17,177,795","$17,177,795","$17,177,795","2015"
"3","Lopez                     Brook Lopez","C","24","$13,668,750","23.55%","$13,668,750","$13,668,750","$13,668,750","$13,668,750","2027"
"4","Humphries                     Kris Humphries","PF","27","$12,000,000","20.67%","$12,000,000","$12,000,000","$12,000,000","'-","2014"
"5","Wallace                     Gerald Wallace","SF","30","$9,682,435","16.68%","$9,682,435","$9,682,435","$9,682,435","'-","2016"
"6","Outlaw                     Travis Outlaw","SF","28","$4,000,000","6.89%","$4,000,000","$4,000,000","$4,000,000","'-",""
"7","Teletovic                     Mirza Teletovic","PF","27","$3,090,000","5.32%","$3,090,000","$3,090,000","$3,090,000","$3,090,000","2015"
"8","Evans                     Reggie Evans","PF","32","$1,622,617","2.80%","$1,622,617","$1,622,617","$1,622,617","'-","2015"
"9","Bogans                     Keith Bogans","SF","32","$1,229,255","2.12%","$1,229,255","$1,229,255","$1,229,255","'-","2013"
"10","Brooks                     MarShon Brooks","SG","24","$1,160,040","2.00%","$1,160,040","$1,160,040","'-","'-","2014"
"11","Watson                     C.J. Watson","PG","28","$992,680","1.71%","$992,680","$992,680","$992,680","$992,680","2013"
"12","Stackhouse                     Jerry Stackhouse","SF","38","$854,389","1.47%","$854,389","$854,389","$1,352,181","'-","2013"
"13","Blatche                     Andray Blatche","C","26","$854,389","1.47%","$854,389","$854,389","$1,146,337","'-","2013"
"14","Taylor                     Tyshawn Taylor","PG","22","$473,604","0.82%","$473,604","$473,604","'-","'-","2013"
"15","Shengelia                     Tornike Shengelia","SF","21","$473,604","0.82%","$473,604","$473,604","'-","'-","2014"
"16","Joseph                     Kris Joseph","SF","24","$16,715","0.03%","$16,715","$16,715","$16,715","'-","2013"

