" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Melli                     Nicolo Melli","PF","32","$5,066,667","4.10%","","","","","Early Bird"
"2","Wright                     Moses Wright","F","24","$1,637,966","1.32%","","","","","Two-Way"

