" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Randolph                     Zach Randolph","PF","33","$16,500,000","26.16%","$16,500,000","$16,500,000","$16,500,000","$16,500,000",""
"2","Gasol                     Marc Gasol","C","30","$15,829,688","25.10%","$15,829,688","$15,829,688","$15,829,688","$15,829,688","2015"
"3","Green                     Jeff Green","SF","28","$9,200,000","14.59%","$9,200,000","$9,200,000","$9,200,000","'-","2016"
"4","Conley                     Mike Conley","PG","27","$8,694,216","13.79%","$8,694,216","$8,694,216","$8,694,216","$8,694,216","2026"
"5","Lee                     Courtney Lee","SG","29","$5,450,000","8.64%","$5,450,000","$5,450,000","$5,450,000","$5,450,000","2016"
"6","Allen                     Tony Allen","SG","33","$4,831,461","7.66%","$4,831,461","$4,831,461","$4,831,461","'-","2017"
"7","Carter                     Vince Carter","SG","38","$3,911,981","6.20%","$3,911,981","$3,911,981","$3,911,981","$3,911,981","2017"
"8","Koufos                     Kosta Koufos","C","25","$3,000,000","4.76%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2015"
"9","Udrih                     Beno Udrih","PG","32","$2,077,000","3.29%","$2,077,000","$2,077,000","$2,077,000","'-","2016"
"10","Adams                     Jordan Adams","SG","20","$1,344,120","2.13%","$1,344,120","$1,344,120","$1,344,120","'-","2018"
"11","Leuer                     Jon Leuer","PF","25","$967,500","1.53%","$967,500","$967,500","$967,500","$967,500","2016"
"12","Calathes                     Nick Calathes","SG","25","$816,482","1.29%","$816,482","$816,482","$816,482","'-","2015"
"13","Stokes                     Jarnell Stokes","PF","21","$725,000","1.15%","$725,000","$725,000","$725,000","'-","2017"
"14","Smith                     Russ Smith","PG","23","$507,336","0.80%","$507,336","$507,336","$507,336","'-","2017"
"15","Green                     JaMychal Green","PF","24","$134,295","0.21%","$134,295","$134,295","$134,295","'-","2017"

