" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Conley                     Mike Conley","PG","38","$10,774,038","6.97%","$10,774,038","$10,774,038","$4,210,544","'-"
"2","Connaughton                     Pat Connaughton","SG","33","$9,423,869","6.09%","$9,423,869","$9,423,869","$9,423,869","'-"
"3","Branham                     Malaki Branham","SG","22","$4,962,033","3.21%","$4,962,033","$4,962,033","$1,882,150","'-"
"4","Smith Jr.                     Nick Smith Jr.","PG","21","$2,710,680","1.75%","$2,710,680","$2,710,680","$2,710,680","'-"
"5","Dinwiddie                     Spencer Dinwiddie","PG","32","$2,296,274","1.48%","$2,296,274","$2,296,274","$3,634,153","'-"

