" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Randle                     Julius Randle","PF","27","$19,800,000","17.61%","$21,780,000","$19,800,000","$19,800,000","$19,800,000","2028"
"2","Fournier                     Evan Fournier","SG","29","$17,142,857","15.25%","$18,642,857","$17,142,857","$17,142,857","$17,142,857","2025"
"3","Rose                     Derrick Rose","PG","33","$13,445,120","11.96%","$13,445,120","$13,445,120","$13,445,120","$13,445,120","2024"
"4","Burks                     Alec Burks","SG","30","$9,536,000","8.48%","$9,536,000","$9,536,000","$9,536,000","$9,536,000","2024"
"5","Noel                     Nerlens Noel","C","27","$8,800,000","7.83%","$10,120,000","$8,800,000","$8,800,000","$8,800,000","2024"
"6","Walker                     Kemba Walker","PG","31","$8,729,020","7.77%","$8,729,020","$8,729,020","$8,729,020","$8,729,020","2023"
"7","Barrett                     R.J. Barrett","SG","21","$8,623,920","7.67%","$8,623,920","$8,623,920","$8,623,920","$8,623,920","2027"
"8","Toppin                     Obi Toppin","PF","23","$5,105,160","4.54%","$5,105,160","$5,105,160","$5,105,160","$5,105,160","2028"
"9","Gibson                     Taj Gibson","C","36","$4,910,000","4.37%","$4,910,000","$4,910,000","$4,910,000","$4,910,000","2023"
"10","Reddish                     Cam Reddish","SF","22","$4,670,160","4.15%","$4,670,160","$4,670,160","$2,335,080","$4,670,160","2023"
"11","Quickley                     Immanuel Quickley","PG","22","$2,210,640","1.97%","$2,210,640","$2,210,640","$2,210,640","$2,210,640","2029"
"12","Grimes                     Quentin Grimes","SG","21","$2,168,640","1.93%","$2,168,640","$2,168,640","$2,168,640","$2,168,640","2026"
"13","Robinson                     Mitchell Robinson","C","23","$1,802,057","1.60%","$1,802,057","$1,802,057","$1,802,057","$1,802,057","2026"
"14","McBride                     Miles McBride","PG","21","$925,258","0.82%","$925,258","$925,258","$925,258","$925,258","2027"
"15","Arcidiacono                     Ryan Arcidiacono","PG","27","$546,801","0.49%","$546,801","$546,801","$586,136","$586,136","2022"
"16","Sims                     Jericho Sims","PF","23","Two-Way","'-","'-","'-","'-","'-","2027"
"17","Hunt                     Feron Hunt","SF","22","Two-Way","'-","'-","'-","'-","'-","2023"

