" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Nowitzki                     Dirk Nowitzki","PF","34","$20,907,128","36.02%","$20,907,128","$20,907,128","$20,907,128","$20,907,128","2014"
"2","Marion                     Shawn Marion","SF","34","$8,692,881","14.98%","$8,692,881","$8,692,881","$8,692,881","'-","2014"
"3","Kaman                     Chris Kaman","C","30","$8,000,000","13.78%","$8,000,000","$8,000,000","$8,000,000","'-","2013"
"4","Mayo                     O.J. Mayo","SG","25","$4,020,000","6.93%","$4,020,000","$4,020,000","$4,020,000","'-","2013"
"5","Morrow                     Anthony Morrow","SG","27","$4,000,000","6.89%","$4,000,000","$4,000,000","$4,000,000","'-","2013"
"6","Carter                     Vince Carter","SG","36","$3,090,000","5.32%","$3,090,000","$3,090,000","$3,090,000","$3,090,000","2014"
"7","Collison                     Darren Collison","PG","25","$2,319,344","4.00%","$2,319,344","$2,319,344","$2,319,344","$2,319,344","2013"
"8","Beaubois                     Rodrigue Beaubois","PG","24","$2,227,332","3.84%","$2,227,332","$2,227,332","'-","'-","2013"
"9","Brand                     Elton Brand","PF","33","$2,100,500","3.62%","$2,100,500","$2,100,500","$2,100,500","'-","2013"
"10","Cunningham                     Jared Cunningham","SG","21","$1,156,320","1.99%","$1,156,320","$1,156,320","$1,156,320","'-","2013"
"11","Wright                     Brandan Wright","PF","25","$992,680","1.71%","$992,680","$992,680","$992,680","$992,680","2013"
"12","Crowder                     Jae Crowder","SF","22","$600,491","1.03%","$600,491","$600,491","$600,491","$600,491","2015"
"13","James                     Bernard James","C","27","$473,604","0.82%","$473,604","$473,604","$473,604","'-","2013"
"14","James                     Mike James","PG","37","$402,065","0.69%","$402,065","$402,065","'-","'-","2013"
"15","Akognon                     Josh Akognon","PG","26","$13,930","0.02%","$13,930","$13,930","$13,930","'-","2013"
"16","Haywood                     Brendan Haywood","C","33","'-","'-","'-","'-","$6,299,000","'-",""

