" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Teague                     Jeff Teague","PG","34","$1,836,090","1.48%","","","","","Non-Bird"
"","Round 2, Pick #50","","","                                                   -"," "," "," "," "," "," "

