" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gay                     Rudy Gay","SF","26","$16,460,538","28.36%","$16,460,538","$16,460,538","$16,460,538","$16,460,538","2015"
"2","Bargnani                     Andrea Bargnani","C","27","$10,000,000","17.23%","$10,000,000","$10,000,000","$10,000,000","'-","2015"
"3","Fields                     Landry Fields","SF","24","$6,250,000","10.77%","$6,250,000","$6,250,000","$6,250,000","'-","2015"
"4","Johnson                     Amir Johnson","PF","25","$6,000,000","10.34%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2015"
"5","Lowry                     Kyle Lowry","PG","26","$5,750,000","9.91%","$5,750,000","$5,750,000","$5,750,000","$5,750,000","2014"
"6","Kleiza                     Linas Kleiza","SF","28","$4,600,000","7.93%","$4,600,000","$4,600,000","$4,600,000","'-","2013"
"7","Valanciunas                     Jonas Valanciunas","C","20","$3,374,640","5.81%","$3,374,640","$3,374,640","$3,374,640","$3,374,640","2027"
"8","DeRozan                     DeMar DeRozan","SG","23","$3,344,250","5.76%","$3,344,250","$3,344,250","$3,344,250","$3,344,250","2027"
"9","Gray                     Aaron Gray","C","28","$2,575,000","4.44%","$2,575,000","$2,575,000","$2,575,000","'-","2014"
"10","Ross                     Terrence Ross","SG","21","$2,563,320","4.42%","$2,563,320","$2,563,320","$2,563,320","$2,563,320",""
"11","Telfair                     Sebastian Telfair","PG","27","$1,567,500","2.70%","$1,567,500","$1,567,500","$1,567,500","'-","2013"
"12","Lucas III                     John Lucas III","PG","30","$1,500,000","2.58%","$1,500,000","$1,500,000","$1,500,000","'-","2013"
"13","Anderson                     Alan Anderson","SG","30","$885,120","1.52%","$885,120","$885,120","$885,120","'-","2013"
"14","Magloire                     Jamaal Magloire","C","","$854,389","1.47%","$854,389","$854,389","$1,325,181","'-","2013"
"15","Pietrus                     Mickael Pietrus","SF","30","$698,589","1.20%","$698,589","$698,589","'-","'-","2013"
"16","Acy                     Quincy Acy","PF","22","$665,000","1.15%","$665,000","$665,000","$665,000","$665,000","2015"

