"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Banchero                   Paolo Banchero","PF","27","DRK-EXT","$51,460,000","26.78%","$51,460,000","'-","'-","'-","$51,460,000"
"Wagner                   Franz Wagner","SF","28","DRK-EXT","$51,033,510","26.56%","$51,033,510","'-","'-","'-","$51,033,510"
"Suggs                   Jalen Suggs","SG","28","RK-EXT","$26,700,000","13.89%","$26,700,000","'-","'-","'-","$26,700,000"

