" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lee                     David Lee","PF","28","$11,610,000","20.00%","$11,610,000","$11,610,000","$9,344,634","'-","2016"
"2","Ellis                     Monta Ellis","SG","26","$11,000,000","18.95%","$11,000,000","$11,000,000","$8,853,659","'-","2013"
"3","Biedrins                     Andris Biedrins","C","25","$9,000,000","15.51%","$9,000,000","$9,000,000","$7,243,902","'-","2014"
"4","Jackson                     Stephen Jackson","SF","33","$7,450,354","12.84%","$7,450,354","$7,450,354","$5,996,626","'-","2013"
"5","Wright                     Dorell Wright","SF","26","$3,823,000","6.59%","$3,823,000","$3,823,000","$3,077,049","'-","2013"
"6","Curry                     Stephen Curry","PG","23","$3,117,120","5.37%","$3,117,120","$3,117,120","$2,508,901","'-","2027"
"7","Rush                     Brandon Rush","SG","26","$2,956,658","5.09%","$2,956,658","$2,956,658","$2,379,749","'-","2012"
"8","Udoh                     Ekpe Udoh","C","24","$2,652,041","4.57%","$2,652,041","$2,652,041","$2,652,041","'-","2014"
"9","Thompson                     Klay Thompson","SG","21","$2,126,520","3.66%","$2,126,520","$2,126,520","$1,711,589","$1,711,589","2027"
"10","Robinson                     Nate Robinson","PG","27","$785,487","1.35%","$785,487","$785,487","$791,403","'-","2012"
"11","Tyler                     Jeremy Tyler","PF","20","$650,000","1.12%","$650,000","$650,000","$523,171","'-","2014"
"12","Jenkins                     Charles Jenkins","PG","22","$473,604","0.82%","$473,604","$473,604","$381,193","'-","2013"
"13","Wright                     Chris Wright","SF","23","$473,604","0.82%","$473,604","$473,604","$381,193","'-","2012"
"14","Gladness                     Mickell Gladness","PF","25","$99,304","0.17%","$99,304","$99,304","$99,304","'-","2012"
"15","Moore                     Mikki Moore","PF","","$75,793","0.13%","$75,793","$75,793","$119,952","'-","2012"

