" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Barlow                     Dominick Barlow","PF","24","$4,420,000","2.54%","","","","","Early Bird"
"2","Watford                     Trendon Watford","PF","27","$2,702,707","1.55%","","","","","Early Bird"
"3","Walker IV                     Lonnie Walker IV","SG","29","$2,588,091","1.48%","","","","","Non-Bird"
"4","Dowtin                     Jeff Dowtin","PG","30","$2,308,823","1.32%","","","","","Two-Way"
"5","Hood-Schifino                     Jalen Hood-Schifino","PG","24","$2,308,823","1.32%","","","","","Two-Way"
"Incomplete Roster Charge","","","","                                                   $7,173,150"," "," "," "," "," "," "

