" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Blatche                     Andray Blatche","C","28","$1,788,285","2.84%","","","","",""
"2","Stackhouse                     Jerry Stackhouse","SF","40","$915,243","1.45%","","","","",""
"3","Collins                     Jason Collins","C","27","$915,243","1.45%","","","","",""

