" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Griffin                     Blake Griffin","PF","30","$34,449,964","31.56%","$34,449,964","$34,449,964","$34,234,964","$34,234,964","2022"
"2","Knight                     Brandon Knight","PG","28","$15,643,750","14.33%","$15,643,750","$15,643,750","$4,231,326","$15,643,750","2020"
"3","Snell                     Tony Snell","SG","28","$11,392,857","10.44%","$11,392,857","$11,392,857","$10,680,803","$11,392,857","2021"
"4","Henson                     John Henson","PF","29","$9,732,396","8.92%","$10,482,396","$9,732,396","$2,907,715","$8,732,396","2020"
"5","Galloway                     Langston Galloway","SG","28","$7,333,333","6.72%","$7,333,333","$7,333,333","$6,875,000","$7,333,333","2020"
"6","Rose                     Derrick Rose","PG","31","$7,317,073","6.70%","$7,317,073","$7,317,073","$6,859,756","$7,317,073","2021"
"7","Kennard                     Luke Kennard","SG","23","$3,827,160","3.51%","$3,827,160","$3,827,160","$3,587,963","$3,827,160","2026"
"8","Maker                     Thon Maker","C","22","$3,569,643","3.27%","$3,569,643","$3,569,643","$3,346,540","$3,569,643","2020"
"9","Doumbouya                     Sekou Doumbouya","SF","19","$3,285,120","3.01%","$3,285,120","$3,285,120","$3,079,800","$3,285,120","2023"
"10","McRae                     Jordan McRae","SG","28","$1,645,357","1.51%","$1,645,357","$1,645,357","$547,871","$1,645,357","2020"
"11","Wood                     Christian Wood","PF","24","$1,645,357","1.51%","$1,645,357","$1,645,357","$1,542,522","$1,645,357","2020"
"12","Thomas                     Khyri Thomas","SG","23","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2021"
"13","Brown Jr.                     Bruce Brown Jr.","PG","23","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2021"
"14","Mykhailiuk                     Sviatoslav Mykhailiuk","SF","22","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2021"
"15","Patton                     Justin Patton","C","22","$183,115","0.17%","$183,115","$183,115","$183,115","$183,115","2020"
"16","Bone                     Jordan Bone","PG","22","Two-Way","'-","'-","'-","'-","'-","2020"
"17","King                     Louis King","SF","20","Two-Way","'-","'-","'-","'-","'-","2020"

