" ","Player (19)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gobert                     Rudy Gobert","C","25","$21,974,719","22.18%","$23,224,719","$21,974,719","$21,974,719","$21,224,719","2028"
"2","Rubio                     Ricky Rubio","PG","27","$14,275,000","14.41%","$14,350,000","$14,275,000","$14,275,000","$14,100,000","2019"
"3","Ingles                     Joe Ingles","SF","30","$14,136,364","14.27%","$14,136,364","$14,136,364","$14,136,364","$14,136,364","2026"
"4","Favors                     Derrick Favors","PF","26","$12,000,000","12.11%","$12,000,000","$12,000,000","$12,000,000","$11,750,000","2018"
"5","Burks                     Alec Burks","SG","26","$10,845,506","10.94%","$10,845,506","$10,845,506","$10,845,506","$10,595,506","2019"
"6","Crowder                     Jae Crowder","SF","27","$6,796,117","6.86%","$6,796,117","$6,796,117","$2,418,957","$6,796,117","2020"
"7","Sefolosha                     Thabo Sefolosha","SF","33","$5,250,000","5.30%","$5,250,000","$5,250,000","$5,250,000","$5,250,000","2019"
"8","Exum                     Dante Exum","PG","22","$4,992,385","5.04%","$4,992,385","$4,992,385","$4,992,385","$4,992,385","2026"
"9","Jerebko                     Jonas Jerebko","PF","30","$4,000,000","4.04%","$4,000,000","$4,000,000","$4,000,000","$4,000,000","2019"
"10","Udoh                     Ekpe Udoh","C","30","$3,200,000","3.23%","$3,200,000","$3,200,000","$3,200,000","$3,200,000","2019"
"11","Mitchell                     Donovan Mitchell","SG","21","$2,621,280","2.65%","$2,621,280","$2,621,280","$2,621,280","$2,621,280","2028"
"12","Neto                     Raul Neto","PG","25","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2018"
"13","Bradley                     Tony Bradley","C","20","$1,414,920","1.43%","$1,414,920","$1,414,920","$1,414,920","$1,414,920","2021"
"14","O'Neale                     Royce O'Neale","SF","24","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2028"
"15","Stockton                     David Stockton","PG","26","$44,495","0.04%","$44,495","$44,495","$44,495","$44,495","2019"
"16","Wolters                     Nate Wolters","PG","26","Two-Way","'-","'-","'-","'-","'-",""
"17","Niang                     Georges Niang","PF","24","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Long                     Shawn Long","PF","25","Two-Way","'-","'-","'-","'-","'-",""
"19","McCree                     Erik McCree","SF","","Two-Way","'-","'-","'-","'-","'-",""

