" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Felton                     Raymond Felton","PG","37","$1,669,178","1.48%","","","","",""
"2","Collison                     Nick Collison","PF","41","$1,669,178","1.48%","","","","",""
"3","Cole                     Norris Cole","PG","33","$1,669,178","1.48%","","","","",""
"4","Burton                     Deonte Burton","SF","28","$1,669,178","1.48%","","","","",""
"5","Evans                     Jawun Evans","PG","25","$1,489,065","1.32%","","","","",""
"6","Hervey                     Kevin Hervey","SF","25","$1,489,065","1.32%","","","","",""
"","Round 2, Pick #34","","","                                                   -"," "," "," "," "," "," "

