" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Pachulia                     Zaza Pachulia","C","35","$1,618,486","1.48%","","","","",""
"2","Nelson                     Jameer Nelson","PG","37","$1,618,486","1.48%","","","","",""
"3","Calderon                     Jose Calderon","PG","38","$1,618,486","1.48%","","","","",""

