" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","LaVine                     Zach LaVine","SG","27","$37,096,500","30.00%","$37,096,500","$37,096,500","$37,096,500","$37,096,500","2027"
"2","DeRozan                     DeMar DeRozan","SF","33","$27,300,000","22.08%","$27,300,000","$27,300,000","$27,300,000","$27,300,000","2027"
"3","Vucevic                     Nikola Vucevic","C","32","$22,000,000","17.79%","$22,000,000","$22,000,000","$22,000,000","$22,000,000","2023"
"4","Ball                     Lonzo Ball","PG","25","$19,534,884","15.80%","$20,534,884","$19,534,884","$19,534,884","$19,534,884","2027"
"5","Caruso                     Alex Caruso","SG","28","$9,030,000","7.30%","$9,030,000","$9,030,000","$9,030,000","$9,030,000","2029"
"6","Williams                     Patrick Williams","PF","21","$7,775,400","6.29%","$7,775,400","$7,775,400","$7,775,400","$7,775,400","2024"
"7","White                     Coby White","PG","22","$7,413,955","6.00%","$7,413,955","$7,413,955","$7,413,955","$7,413,955","2026"
"8","Drummond                     Andre Drummond","C","29","$3,200,000","2.59%","$3,200,000","$3,200,000","$3,200,000","$3,200,000","2024"
"9","Jones Jr.                     Derrick Jones Jr.","SF","25","$3,200,000","2.59%","$3,200,000","$3,200,000","$3,200,000","$3,200,000","2027"
"10","Terry                     Dalen Terry","SG","20","$3,191,400","2.58%","$3,191,400","$3,191,400","$3,191,400","$3,191,400","2026"
"11","Green                     Javonte Green","SG","29","$1,815,677","1.47%","$1,815,677","$1,815,677","$1,815,677","$1,815,677","2026"
"12","Simonovic                     Marko Simonovic","C","23","$1,563,518","1.26%","$1,563,518","$1,563,518","$1,563,518","$1,563,518","2024"
"13","Dosunmu                     Ayo Dosunmu","PG","23","$1,563,518","1.26%","$1,563,518","$1,563,518","$1,563,518","$1,563,518","2026"
"14","Beverley                     Patrick Beverley","PG","34","$506,508","0.41%","$506,508","$506,508","$801,614","$801,614","2023"
"15","Jones                     Carlik Jones","PG","25","$357,717","0.29%","$357,717","$400,985","$357,717","$357,717","2025"
"16","Taylor                     Terry Taylor","G","23","Two-Way","'-","'-","'-","'-","'-","2023"
"17","Lewis                     Justin Lewis","SF","20","Two-Way","'-","'-","'-","'-","'-","2023"

