" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Fox                     De'Aaron Fox","PG","27","$34,848,340","24.79%","$34,848,340","$34,848,340","$14,019,447","$34,848,340","2030"
"2","Vassell                     Devin Vassell","SG","24","$29,347,826","20.88%","$31,739,129","$29,347,826","$29,347,826","$29,347,826","2029"
"3","Johnson                     Keldon Johnson","SF","25","$19,000,000","13.51%","$20,500,000","$19,000,000","$19,000,000","$19,000,000","2027"
"4","Barnes                     Harrison Barnes","PF","32","$18,000,000","12.80%","$18,000,000","$18,000,000","$18,000,000","$18,000,000","2026"
"5","Wembanyama                     Victor Wembanyama","C","21","$12,768,960","9.08%","$12,768,960","$12,768,960","$12,768,960","$12,768,960","2027"
"6","Paul                     Chris Paul","PG","39","$10,983,000","7.81%","$12,028,999","$10,983,000","$10,983,000","$10,460,000","2025"
"7","Castle                     Stephon Castle","PG","20","$9,105,120","6.48%","$9,105,120","$9,105,120","$9,105,120","$9,105,120","2028"
"8","Sochan                     Jeremy Sochan","PF","21","$5,570,040","3.96%","$5,570,040","$5,570,040","$5,570,040","$5,570,040","2026"
"9","Branham                     Malaki Branham","SG","21","$3,217,920","2.29%","$3,217,920","$3,217,920","$3,217,920","$3,217,920","2026"
"10","Champagnie                     Julian Champagnie","SF","23","$3,000,000","2.13%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2027"
"11","Wesley                     Blake Wesley","SG","21","$2,624,280","1.87%","$2,624,280","$2,624,280","$2,624,280","$2,624,280","2026"
"12","McLaughlin                     Jordan McLaughlin","PG","28","$2,087,519","1.48%","$2,087,519","$2,087,519","$975,737","$2,425,403","2026"
"13","Bassey                     Charles Bassey","C","24","$2,087,519","1.48%","$2,087,519","$2,087,519","$2,162,606","$2,162,606","2025"
"14","Mamukelashvili                     Sandro Mamukelashvili","C","25","$2,087,519","1.48%","$2,087,519","$2,087,519","$2,162,606","$2,162,606","2027"
"15","Biyombo                     Bismack Biyombo","C","32","$503,884","0.36%","$503,884","$503,884","$797,462","$797,462","2026"
"16","Duke Jr.                     David Duke Jr.","SG","25","Two-Way","'-","'-","'-","'-","'-","2025"
"17","Ingram                     Harrison Ingram","SF","22","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Minix                     Riley Minix","SF","24","Two-Way","'-","'-","'-","'-","'-","2025"

