" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Harden                     James Harden","SG","31","$41,254,920","37.80%","$41,254,920","$41,254,920","$34,190,721","$41,254,920","2027"
"2","Durant                     Kevin Durant","SF","32","$40,108,950","36.75%","$40,108,950","$40,108,950","$38,771,513","$39,058,950","2028"
"3","Irving                     Kyrie Irving","PG","28","$33,722,850","30.90%","$34,379,100","$32,905,960","$33,722,850","$33,329,100","2028"
"4","Harris                     Joe Harris","SG","29","$16,071,429","14.73%","$16,571,429","$16,071,429","$16,071,429","$16,071,429","2024"
"5","Dinwiddie                     Spencer Dinwiddie","PG","27","$11,454,048","10.49%","$11,454,048","$11,454,048","$11,454,048","$11,454,048","2022"
"6","Jordan                     DeAndre Jordan","C","32","$10,375,678","9.51%","$10,375,678","$10,375,678","$10,375,678","$10,375,678","2023"
"7","Shamet                     Landry Shamet","SG","23","$2,090,040","1.92%","$2,090,040","$2,090,040","$2,090,040","$2,090,040","2026"
"8","Luwawu-Cabarrot                     Timothe Luwawu-Cabarrot","SG","25","$1,824,003","1.67%","$1,824,003","$1,824,003","$1,824,003","$1,824,003","2021"
"9","Brown Jr.                     Bruce Brown Jr.","PG","24","$1,663,861","1.52%","$1,663,861","$1,663,861","$1,663,861","$1,663,861","2021"
"10","Green                     Jeff Green","PF","34","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,564,753","$2,564,753","2021"
"11","Johnson                     Tyler Johnson","SG","28","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,028,594","$2,028,594","2021"
"12","Claxton                     Nicolas Claxton","C","21","$1,517,981","1.39%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2028"
"13","Griffin                     Blake Griffin","PF","31","$776,983","0.71%","$776,983","$776,983","$1,229,676","$1,229,676","2021"
"14","Johnson                     Alize Johnson","PF","24","$399,591","0.37%","$399,591","$399,591","$399,591","$399,591","2023"
"15","James                     Mike James","PG","30","$39,608","0.04%","$39,608","$39,608","$39,608","'-","2021"
"16","Chiozza                     Chris Chiozza","PG","25","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Perry                     Reggie Perry","C","20","Two-Way","'-","'-","'-","'-","'-","2021"

