"Player (5)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Konan Niederhauser                   Yanic Konan Niederhauser","F","26","RK-1ST","$16,345,068","8.51%","$8,717,371","","","Restricted Bird",""
"Simmons                   Ben Simmons","PG","33","ROS","$2,853,371","1.48%","'-","","","Non-Bird",""
"Mills                   Patty Mills","PG","41","FA","$2,853,371","1.48%","'-","","","Non-Bird",""
"Hood                   Rodney Hood","SF","37","FA","$2,853,371","1.48%","'-","","","Non-Bird",""
"Moon                   Xavier Moon","SG","35","2W","$2,545,477","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $18,980,160"," "," "," "," "," "," "

