" ","Player (20)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Crawford                     Jamal Crawford","SG","37","$10,942,762","11.04%","$10,942,762","$10,942,762","$10,942,762","'-"
"2","Belinelli                     Marco Belinelli","SG","31","$6,306,061","6.36%","$6,306,061","$6,306,061","$6,306,061","'-"
"3","Ilyasova                     Ersan Ilyasova","PF","30","$5,434,282","5.48%","$5,434,282","$5,434,282","$5,434,282","'-"
"4","Jefferson                     Richard Jefferson","SF","37","$2,500,000","2.52%","$2,500,000","$2,500,000","$2,500,000","'-"
"5","Dunleavy                     Mike Dunleavy","SF","37","$1,662,500","1.68%","$1,662,500","$1,662,500","$1,662,500","'-"
"6","Stone                     Diamond Stone","C","20","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","'-"
"7","McClellan                     Sheldon McClellan","SG","25","$1,312,611","1.32%","$1,312,611","$1,312,611","$467,201","'-"
"8","Brussino                     Nicolas Brussino","SF","24","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","'-"
"9","White                     Okaro White","PF","25","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","'-"
"10","Cook                     Quinn Cook","PG","24","$100,000","0.10%","$100,000","$100,000","$100,000","'-"
"11","Evans                     Jeremy Evans","SF","30","$83,129","0.08%","$83,129","$83,129","$104,059","$104,059"
"12","Evans                     Jeremy Evans","SF","30","$50,000","0.05%","$50,000","$50,000","$50,000","'-"
"13","Cavanaugh                     Tyler Cavanaugh","PF","23","$50,000","0.05%","$50,000","$50,000","$50,000","'-"
"14","Lee                     Damion Lee","G","25","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"15","Lee                     Damion Lee","G","25","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"16","Cleveland                     Antonius Cleveland","SG","23","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"17","Cleveland                     Antonius Cleveland","SG","23","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"18","Morris                     Jaylen Morris","G","22","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"19","Morris                     Jaylen Morris","G","22","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"20","Liggins                     DeAndre Liggins","SG","29","$26,773","0.03%","$26,773","$26,773","$26,773","'-"

