" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Gibson                     Jonathan Gibson","PG","31","$1,744,951","1.71%","","","","",""
"2","Larkin                     Shane Larkin","PG","26","$1,544,951","1.52%","","","","",""

