" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","McCollum                     C.J. McCollum","SG","31","$33,333,333","26.96%","$33,333,333","$33,333,333","$33,333,333","$33,333,333","2026"
"2","Ingram                     Brandon Ingram","SF","25","$31,650,600","25.60%","$31,650,600","$31,650,600","$31,650,600","$31,650,600","2028"
"3","Valanciunas                     Jonas Valanciunas","C","30","$14,700,000","11.89%","$14,700,000","$14,700,000","$14,700,000","$14,700,000","2027"
"4","Williamson                     Zion Williamson","PF","22","$13,534,817","10.95%","$13,534,817","$13,534,817","$13,534,817","$13,534,817",""
"5","Richardson                     Josh Richardson","SG","29","$12,196,094","9.86%","$12,196,094","$12,196,094","$4,135,457","$12,196,094","2023"
"6","Nance Jr.                     Larry Nance Jr.","PF","30","$9,672,727","7.82%","$9,672,727","$9,672,727","$9,672,727","$9,672,727","2026"
"7","Hayes                     Jaxson Hayes","C","22","$6,803,012","5.50%","$6,803,012","$6,803,012","$6,803,012","$6,803,012","2026"
"8","Daniels                     Dyson Daniels","PG","19","$5,508,600","4.45%","$5,508,600","$5,508,600","$5,508,600","$5,508,600","2030"
"9","Temple                     Garrett Temple","SG","36","$5,155,500","4.17%","$5,155,500","$5,155,500","$5,155,500","$5,155,500","2026"
"10","Lewis Jr.                     Kira Lewis Jr.","PG","21","$4,004,280","3.24%","$4,004,280","$4,004,280","$4,004,280","$4,004,280","2024"
"11","Murphy III                     Trey Murphy III","SF","22","$3,206,520","2.59%","$3,206,520","$3,206,520","$3,206,520","$3,206,520","2029"
"12","Hernangomez                     Willy Hernangomez","C","28","$2,443,581","1.98%","$2,443,581","$2,443,581","$2,443,581","$2,443,581","2024"
"13","Jones                     Herb Jones","SF","24","$1,785,000","1.44%","$1,785,000","$1,785,000","$1,785,000","$1,785,000","2030"
"14","Marshall                     Naji Marshall","SF","25","$1,782,621","1.44%","$1,782,621","$1,782,621","$1,782,621","$1,782,621","2027"
"15","Alvarado                     Jose Alvarado","PG","24","$1,563,518","1.26%","$1,563,518","$1,563,518","$1,563,518","$1,563,518","2027"
"16","Liddell                     E.J. Liddell","PF","22","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Seabron                     Dereon Seabron","SG","22","Two-Way","'-","'-","'-","'-","'-","2024"

