" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Afflalo                     Arron Afflalo","SG","33","$1,544,951","1.52%","","","","",""
"2","Speights                     Marreese Speights","PF","31","$1,544,951","1.52%","","","","",""

