" ","Player (6)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Lyles                     Trey Lyles","PF","30","$15,200,000","9.83%","","","","","Bird"
"2","McGee                     JaVale McGee","C","38","$2,296,274","1.48%","","","","","Non-Bird"
"3","Crowder                     Jae Crowder","SF","35","$2,296,274","1.48%","","","","","Non-Bird"
"4","Fultz                     Markelle Fultz","PG","27","$2,296,274","1.48%","","","","","Non-Bird"
"5","Jones                     Mason Jones","SG","27","$2,048,494","1.32%","","","","","Two-Way"
"6","Ford                     Jordan Ford","PG","27","$2,048,494","1.32%","","","","","Two-Way"

