" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Dudley                     Jared Dudley","SF","36","$1,669,178","1.48%","","","","",""
"2","Waiters                     Dion Waiters","SG","30","$1,669,178","1.48%","","","","",""
"3","Antetokounmpo                     Kostas Antetokounmpo","PF","24","$1,489,065","1.32%","","","","",""

