" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bogut                     Andrew Bogut","C","27","$12,000,000","20.67%","$12,000,000","$12,000,000","$9,658,537","'-",""
"2","Salmons                     John Salmons","SF","32","$8,500,000","14.64%","$8,500,000","$8,500,000","$6,841,463","'-","2015"
"3","Udrih                     Beno Udrih","PG","29","$6,925,400","11.93%","$6,925,400","$6,925,400","$5,574,102","'-","2013"
"4","Brown                     Kwame Brown","C","29","$6,750,000","11.63%","$6,750,000","$6,750,000","$5,432,927","'-","2012"
"5","Gooden                     Drew Gooden","PF","30","$6,226,200","10.73%","$6,226,200","$6,226,200","$5,011,332","'-","2013"
"6","Mbah a Moute                     Luc Richard Mbah a Moute","PF","25","$5,000,000","8.61%","$5,000,000","$5,000,000","$5,387,048","'-","2015"
"7","Dunleavy                     Mike Dunleavy","SF","31","$3,750,000","6.46%","$3,750,000","$3,750,000","$3,018,293","$3,018,293","2013"
"8","Livingston                     Shaun Livingston","PG","26","$3,500,000","6.03%","$3,500,000","$3,500,000","$2,817,073","'-","2012"
"9","Delfino                     Carlos Delfino","SG","29","$3,500,000","6.03%","$3,500,000","$3,500,000","$2,817,073","'-","2012"
"10","Ilyasova                     Ersan Ilyasova","PF","24","$2,541,000","4.38%","$2,541,000","$2,541,000","$2,045,195","'-","2012"
"11","Jennings                     Brandon Jennings","PG","22","$2,493,720","4.30%","$2,493,720","$2,493,720","$2,007,140","'-","2013"
"12","Sanders                     Larry Sanders","C","23","$1,861,920","3.21%","$1,861,920","$1,861,920","$1,498,619","'-",""
"13","Harris                     Tobias Harris","PF","19","$1,418,160","2.44%","$1,418,160","$1,418,160","$1,141,446","$1,141,446","2026"
"14","Brockman                     Jon Brockman","SF","","$1,000,000","1.72%","$1,000,000","$1,000,000","$804,878","'-","2012"
"15","Leuer                     Jon Leuer","PF","22","$473,604","0.82%","$473,604","$473,604","$381,193","$381,193","2013"

