" ","Player (9)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Johnson                     Jalen Johnson","SF","26","$30,000,000","17.21%","$30,000,000","$30,000,000","$30,000,000","$30,000,000","2030"
"2","Daniels                     Dyson Daniels","PG","24","$25,000,000","14.34%","$25,000,000","$25,000,000","$25,000,000","$25,000,000","2030"
"3","Risacher                     Zaccharie Risacher","SF","22","$17,434,637","10.00%","$17,434,637","$17,434,637","$17,434,637","'-","2028"
"4","Okongwu                     Onyeka Okongwu","C","27","$16,880,000","9.68%","$16,880,000","$16,880,000","$16,880,000","$16,880,000","2028"
"5","Alexander-Walker                     Nickeil Alexander-Walker","SG","29","$15,161,800","8.70%","$15,161,800","$15,161,800","$15,161,800","$15,161,800","2029"
"6","Kispert                     Corey Kispert","SF","28","$13,025,000","7.47%","$13,025,000","$13,025,000","$13,025,000","$13,025,000","2029"
"7","Hield                     Buddy Hield","SG","35","$10,097,560","5.79%","$10,097,560","$10,097,560","$10,097,560","'-","2028"
"8","Newell                     Asa Newell","PF","22","$3,560,880","2.04%","$3,560,880","$3,560,880","$3,560,880","'-","2029"
"9","Djurisic                     Nikola Djurisic","SF","23","$2,525,901","1.45%","$2,525,901","$2,525,901","$2,525,901","'-","2028"

