" ","Player (9)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Sullinger                     Jared Sullinger","PF","24","$5,628,000","5.98%","$5,628,000","$5,628,000","$1,622,188","'-"
"2","Scott                     Mike Scott","PF","28","$3,333,334","3.54%","$3,333,334","$3,333,334","$960,785","'-"
"3","Goodwin                     Archie Goodwin","SG","22","$2,094,089","2.22%","$2,094,089","$2,094,089","$2,094,089","'-"
"4","Beasley                     Michael Beasley","SF","28","$777,777","0.83%","$777,777","$777,777","'-","'-"
"5","Jenkins                     John Jenkins","SG","25","$469,841","0.50%","$469,841","$469,841","$469,841","'-"
"6","Price                     Ronnie Price","PG","33","$57,672","0.06%","$57,672","$57,672","$91,274","$91,274"
"7","Price                     Ronnie Price","PG","33","$57,672","0.06%","$57,672","$57,672","$91,274","$91,274"
"8","Eddie                     Jarell Eddie","SF","25","$57,672","0.06%","$57,672","$57,672","$57,672","$57,672"
"9","Eddie                     Jarell Eddie","SF","25","$57,672","0.06%","$57,672","$57,672","$57,672","$57,672"

