" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Porzingis                     Kristaps Porzingis","PF","25","$29,467,800","27.00%","$29,467,800","$29,467,800","$29,467,800","$29,467,800","2026"
"2","Hardaway Jr.                     Tim Hardaway Jr.","SG","28","$18,975,000","17.39%","$18,975,000","$18,975,000","$18,975,000","$18,975,000","2026"
"3","Redick                     J.J. Redick","SG","36","$13,013,700","11.92%","$13,013,700","$13,013,700","$4,724,151","$13,013,700","2021"
"4","Powell                     Dwight Powell","C","29","$11,080,125","10.15%","$11,080,125","$11,080,125","$11,080,125","$11,080,125","2026"
"5","Richardson                     Josh Richardson","SG","27","$10,865,952","9.96%","$10,865,952","$10,865,952","$10,865,952","$10,865,952",""
"6","Kleber                     Maxi Kleber","PF","29","$8,475,000","7.77%","$8,625,000","$8,475,000","$8,475,000","$8,150,000","2026"
"7","Doncic                     Luka Doncic","PG","21","$8,049,360","7.38%","$8,049,360","$8,049,360","$8,049,360","$8,049,360","2029"
"8","Cauley-Stein                     Willie Cauley-Stein","C","27","$4,100,000","3.76%","$4,100,000","$4,100,000","$4,100,000","$4,100,000","2022"
"9","Finney-Smith                     Dorian Finney-Smith","SF","27","$4,000,000","3.67%","$4,000,000","$4,000,000","$4,000,000","$4,000,000","2029"
"10","Melli                     Nicolo Melli","PF","30","$3,897,436","3.57%","$3,897,436","$3,897,436","$1,414,823","$3,897,436","2021"
"11","Marjanovic                     Boban Marjanovic","C","32","$3,500,000","3.21%","$3,500,000","$3,500,000","$3,500,000","$3,500,000","2021"
"12","Burke                     Trey Burke","PG","28","$3,000,000","2.75%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2023"
"13","Green                     Josh Green","SG","20","$2,816,760","2.58%","$2,816,760","$2,816,760","$2,816,760","$2,816,760",""
"14","Brunson                     Jalen Brunson","PG","24","$1,663,861","1.52%","$1,663,861","$1,663,861","$1,663,861","$1,663,861","2029"
"15","Terry                     Tyrell Terry","PG","20","$1,289,846","1.18%","$1,289,846","$1,289,846","$1,289,846","$1,289,846","2024"
"16","Bey                     Tyler Bey","SG","22","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Hinton                     Nate Hinton","SG","21","Two-Way","'-","'-","'-","'-","'-","2021"

