" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","George                     Paul George","SF","26","$18,314,532","19.45%","$18,314,532","$18,314,532","$18,314,532","$18,314,532","2028"
"2","Young                     Thaddeus Young","PF","28","$14,153,652","15.03%","$14,153,652","$14,153,652","$14,153,652","$12,078,652","2019"
"3","Ellis                     Monta Ellis","SG","31","$10,763,500","11.43%","$10,763,500","$10,763,500","$10,763,500","'-","2019"
"4","Jefferson                     Al Jefferson","C","32","$10,230,179","10.87%","$10,230,179","$10,230,179","$10,230,179","$10,230,179","2019"
"5","Teague                     Jeff Teague","PG","28","$8,800,000","9.35%","$8,800,000","$8,800,000","$8,000,000","$8,000,000","2017"
"6","Miles                     C.J. Miles","SF","29","$4,583,450","4.87%","$4,583,450","$4,583,450","$4,583,450","'-","2018"
"7","Stephenson                     Lance Stephenson","SG","26","$4,000,000","4.25%","$4,000,000","$4,000,000","$4,000,000","$4,000,000","2019"
"8","Allen                     LaVoy Allen","PF","27","$4,000,000","4.25%","$4,000,000","$4,000,000","$4,000,000","'-","2018"
"9","Brooks                     Aaron Brooks","PG","32","$2,700,000","2.87%","$2,700,000","$2,700,000","$2,700,000","'-","2017"
"10","Turner                     Myles Turner","C","20","$2,463,840","2.62%","$2,463,840","$2,463,840","$2,463,840","$2,463,840","2029"
"11","Seraphin                     Kevin Seraphin","PF","27","$1,800,000","1.91%","$1,800,000","$1,800,000","$1,800,000","$1,800,000","2018"
"12","Christmas                     Rakeem Christmas","PF","25","$1,052,342","1.12%","$1,052,342","$1,052,342","$1,052,342","'-","2019"
"13","Young                     Joseph Young","PG","24","$1,052,342","1.12%","$1,052,342","$1,052,342","$1,052,342","$1,052,342","2018"
"14","Robinson III                     Glenn Robinson III","SG","23","$1,050,500","1.12%","$1,050,500","$1,050,500","$1,050,500","'-","2018"
"15","Niang                     Georges Niang","PF","23","$650,000","0.69%","$650,000","$650,000","$650,000","'-","2026"

