" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Morant                     Ja Morant","PG","26","$39,446,090","25.51%","$39,446,090","$39,446,090","$39,446,090","$39,446,090","2028"
"2","Caldwell-Pope                     Kentavious Caldwell-Pope","SG","32","$21,621,500","13.98%","$21,621,500","$21,621,500","$21,621,500","$21,621,500","2027"
"3","Aldama                     Santi Aldama","C","25","$18,485,916","11.95%","$18,485,916","$18,485,916","$18,485,916","$18,485,916","2028"
"4","Clarke                     Brandon Clarke","PF","29","$12,500,000","8.08%","$13,000,000","$12,500,000","$12,500,000","$12,500,000","2027"
"5","Anderson                     Kyle Anderson","PF","32","$9,219,512","5.96%","$9,219,512","$9,219,512","$3,603,028","$9,219,512","2027"
"6","Jerome                     Ty Jerome","SG","28","$8,781,000","5.68%","$8,781,000","$8,781,000","$8,781,000","$8,781,000","2028"
"7","Hendricks                     Taylor Hendricks","PF","22","$6,127,080","3.96%","$6,127,080","$6,127,080","$6,127,080","$6,127,080","2027"
"8","Edey                     Zach Edey","C","23","$6,045,000","3.91%","$6,045,000","$6,045,000","$6,045,000","$6,045,000","2028"
"9","Coward                     Cedric Coward","SG","22","$5,715,120","3.70%","$5,715,120","$5,715,120","$5,715,120","$5,715,120","2029"
"10","Clayton Jr.                     Walter Clayton Jr.","PG","22","$3,991,320","2.58%","$3,991,320","$3,991,320","$1,559,826","$3,991,320","2029"
"11","Spencer                     Cam Spencer","SG","25","$2,537,989","1.64%","$2,537,989","$2,537,989","$2,537,989","$2,537,989","2029"
"12","Pippen Jr.                     Scotty Pippen Jr.","PG","25","$2,270,735","1.47%","$2,270,735","$2,270,735","$2,270,735","$2,270,735","2028"
"13","Jackson                     G.G. Jackson","PF","21","$2,221,677","1.44%","$2,221,677","$2,221,677","$2,221,677","$2,221,677","2027"
"14","Wells                     Jaylen Wells","SG","22","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,955,377","$1,955,377","2028"
"15","Lovering                     Lawson Lovering","C","22","$87,784","0.06%","$87,784","$158,364","$87,784","$87,784",""

