" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bazemore                     Kent Bazemore","SF","28","$16,910,113","17.06%","$16,910,113","$16,910,113","$16,910,113","$16,910,113","2020"
"2","Schröder                     Dennis Schröder","PG","24","$15,500,000","15.64%","$17,500,000","$15,500,000","$15,500,000","$15,500,000","2028"
"3","Plumlee                     Miles Plumlee","C","29","$12,500,000","12.61%","$13,100,000","$12,500,000","$12,500,000","$12,500,000","2020"
"4","Dedmon                     Dewayne Dedmon","C","28","$6,000,000","6.05%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2019"
"5","Muscala                     Mike Muscala","C","26","$5,000,000","5.05%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2019"
"6","Delaney                     Malcom Delaney","SG","28","$2,500,000","2.52%","$2,500,000","$2,500,000","$2,500,000","$2,500,000","2018"
"7","Prince                     Taurean Prince","SF","23","$2,422,560","2.44%","$2,422,560","$2,422,560","$2,422,560","$2,422,560","2027"
"8","Collins                     John Collins","PF","20","$1,936,920","1.95%","$1,936,920","$1,936,920","$1,936,920","$1,936,920","2026"
"9","Bembry                     DeAndre' Bembry","SF","23","$1,567,200","1.58%","$1,567,200","$1,567,200","$1,567,200","$1,567,200","2020"
"10","Taylor                     Isaiah Taylor","PG","23","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2019"
"11","Dorsey                     Tyler Dorsey","SG","21","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2019"
"12","Cavanaugh                     Tyler Cavanaugh","PF","23","$679,919","0.69%","$679,919","$679,919","$679,919","$679,919","2019"
"13","Cleveland                     Antonius Cleveland","SG","23","$133,632","0.13%","$133,632","$133,632","$133,632","$133,632","2019"
"14","Morris                     Jaylen Morris","G","22","$101,376","0.10%","$101,376","$101,376","$101,376","$101,376","2019"
"15","Lee                     Damion Lee","G","25","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080","2018"
"16","Magette                     Josh Magette","PG","28","Two-Way","'-","'-","'-","'-","'-",""
"17","White III                     Andrew White III","G","24","Two-Way","'-","'-","'-","'-","'-",""

