" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Scott                     Mike Scott","PF","35","$9,510,165","6.99%","","","","","Early Bird"
"2","Millsap                     Paul Millsap","PF","38","$2,019,706","1.48%","","","","","Non-Bird"
"3","O'Quinn                     Kyle O'Quinn","C","33","$2,019,706","1.48%","","","","","Non-Bird"
"4","Dedmon                     Dewayne Dedmon","C","34","$2,019,706","1.48%","","","","","Non-Bird"
"5","Powell                     Myles Powell","SG","26","$1,801,769","1.32%","","","","","Two-Way"
"","Round 2, Pick #56","","","                                                   -"," "," "," "," "," "," "

